Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Output,Feedback,Unnamed: 12
18,Female,Single,Student,No Income,Post Graduate,4,9ead8d41,fcf4dfb6,560001,Yes,Positive,Yes
19,Male,Single,Self Employeed,No Income,Post Graduate,4,508b9024,b39aad88,560001,Yes,Positive,Yes
33,Male,Married,Employee,25001 to 50000,Graduate,3,3c91efe3,253f58f6,560001,Yes,Negative ,Yes
28,Male,Single,Student,No Income,Post Graduate,3,efbb0ed1,394ff994,560001,Yes,Positive,Yes
19,Male,Single,Student,No Income,Post Graduate,3,d9b9bbbf,97adf36d,560001,Yes,Positive,Yes
25,Male,Married,Employee,25001 to 50000,Graduate,5,59b4d441,253f58f6,560026,Yes,Negative ,No
33,Male,Married,Employee,25001 to 50000,Graduate,3,f4ba0f69,d2a734dd,560001,Yes,Negative ,No
22,Male,Single,Student,Below Rs.10000,Graduate,3,b401a42c,8a99b4aa,560001,Yes,Positive,Yes
24,Male,Single,Student,No Income,Post Graduate,3,f498872a,02efb481,560001,Yes,Positive,Yes
26,Male,Single,Student,No Income,Graduate,5,59b4d441,5099cdee,560013,No,Positive,Yes
28,Male,Single,Employee,No Income,Graduate,3,26ae0d95,d2a734dd,560001,Yes,Positive,Yes
33,Male,Single,Student,25001 to 50000,Graduate,5,26ae0d95,394ff994,560109,No,Negative ,No
33,Male,Single,Self Employeed,25001 to 50000,Graduate,3,e5c5c829,a7ad2f72,560057,Yes,Negative ,No
22,Male,Married,House wife,No Income,Graduate,5,ffe8446e,6b6c32cb,560017,No,Negative ,Yes
30,Male,Married,Employee,25001 to 50000,Graduate,3,87050ad8,5099cdee,560001,Yes,Negative ,No
33,Female,Married,Employee,25001 to 50000,Graduate,1,9faae012,2b8c5288,560006,No,Negative ,Yes
29,Male,Single,Student,More than 50000,Graduate,2,9ead8d41,bf715f9b,560033,Yes,Positive,Yes
24,Male,Single,Student,No Income,Graduate,5,5d48f4cb,394ff994,560030,Yes,Positive,Yes
27,Male,Single,Student,No Income,Post Graduate,3,638ae54b,281d1139,560009,Yes,Positive,Yes
26,Female,Married,Employee,More than 50000,Post Graduate,3,e9abb770,02efb481,560030,No,Negative ,No
33,Female,Prefer not to say,Student,25001 to 50000,Graduate,4,76d45981,ed5d8f40,560109,No,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,3,6ca4c684,751fdc22,560027,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,5d48f4cb,abe93489,560001,Yes,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,4,11dbb29f,abe93489,560001,Yes,Positive,Yes
18,Male,Single,Self Employeed,More than 50000,Post Graduate,4,792431cc,a783e92e,560001,Yes,Positive,Yes
25,Male,Married,Employee,No Income,Post Graduate,3,94a7bb46,a783e92e,560001,No,Positive,Yes
18,Male,Single,Student,10001 to 25000,School,3,5d48f4cb,abe93489,560015,Yes,Positive,Yes
30,Male,Married,Self Employeed,Below Rs.10000,Graduate,3,78894ade,55271476,560015,No,Positive,No
18,Male,Single,Student,No Income,Post Graduate,3,78894ade,cfd5146d,560001,Yes,Positive,Yes
33,Male,Prefer not to say,Employee,No Income,Post Graduate,3,67de33fd,27d8bb01,560005,Yes,Negative ,Yes
18,Male,Single,Student,No Income,Post Graduate,3,d9b9bbbf,6ce5e58b,560001,Yes,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,3,d9b9bbbf,cc47ded2,560003,Yes,Positive,Yes
28,Female,Single,Student,10001 to 25000,Graduate,3,792431cc,bc8550d7,560008,Yes,Positive,Yes
23,Female,Single,Student,No Income,Graduate,3,8e59b4ce,6ce5e58b,560058,Yes,Positive,Yes
26,Female,Single,Student,No Income,Post Graduate,3,508b9024,efa85c93,560049,Yes,Positive,Yes
21,Female,Single,House wife,25001 to 50000,Post Graduate,4,94a7bb46,dfa0183d,560061,Yes,Positive,No
28,Male,Single,Student,25001 to 50000,Post Graduate,1,556836ea,abe93489,560027,Yes,Positive,Yes
22,Male,Married,House wife,25001 to 50000,Graduate,3,ffe8446e,ec08ed8d,560001,No,Positive,Yes
32,Female,Married,Student,25001 to 50000,Graduate,4,efbb0ed1,75ce67f9,560014,No,Positive,No
26,Male,Single,Student,10001 to 25000,Post Graduate,4,9ead8d41,a783e92e,560021,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,d9b9bbbf,bad2533d,560001,Yes,Positive,Yes
28,Male,Single,Student,25001 to 50000,Graduate,3,236703cf,02efb481,560001,Yes,Positive,Yes
27,Male,Single,Employee,No Income,Post Graduate,4,7bb6e63c,abe93489,560001,Yes,Positive,Yes
33,Male,Married,Student,25001 to 50000,Graduate,3,162d0a4f,8005c95e,560100,No,Negative ,No
28,Male,Single,Employee,10001 to 25000,Graduate,3,78894ade,281d1139,560031,No,Positive,Yes
27,Male,Single,Student,Below Rs.10000,Post Graduate,3,67de33fd,c579e405,560004,Yes,Positive,Yes
24,Male,Married,Student,No Income,Uneducated,2,3cd4528b,aa38426d,560027,No,Positive,Yes
32,Male,Single,Student,25001 to 50000,Graduate,1,94a7bb46,c26efa95,560027,Yes,Positive,Yes
33,Male,Married,Employee,25001 to 50000,Graduate,1,8fe7927d,6a5e1bc0,560001,No,Negative ,No
32,Female,Single,Employee,25001 to 50000,Post Graduate,4,356958c6,d00875dd,560084,No,Negative ,No
33,Male,Single,Employee,No Income,Graduate,1,42a18c16,719501d1,560010,No,Negative ,No
33,Male,Single,Student,Below Rs.10000,Graduate,3,2d6fa61c,cff8dd39,560009,Yes,Positive,Yes
29,Female,Single,Student,No Income,Graduate,3,7741335f,dfa0183d,560001,Yes,Positive,Yes
30,Male,Single,Student,No Income,Post Graduate,3,5d48f4cb,6a5e1bc0,560047,Yes,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,3,87050ad8,abe93489,560002,Yes,Positive,Yes
28,Male,Married,Employee,No Income,Graduate,1,3cd4528b,5099cdee,560019,No,Negative ,No
29,Male,Prefer not to say,Student,Below Rs.10000,Post Graduate,3,fb1f5167,b8acef3e,560046,Yes,Positive,Yes
27,Male,Single,Employee,10001 to 25000,Post Graduate,4,47467b56,c26efa95,560035,No,Positive,Yes
26,Male,Single,Student,No Income,Post Graduate,1,d9b9bbbf,a7ad2f72,560034,Yes,Positive,Yes
23,Male,Single,Student,More than 50000,Post Graduate,4,11dbb29f,3c4f7198,560050,Yes,Positive,Yes
33,Female,Single,Student,More than 50000,Graduate,3,2d6fa61c,68dc5893,560001,Yes,Positive,Yes
18,Male,Single,House wife,No Income,Graduate,3,59b4d441,f20d1bd9,560001,Yes,Positive,Yes
28,Male,Single,Employee,25001 to 50000,Post Graduate,3,94a7bb46,3f6af0dd,560051,Yes,Positive,Yes
33,Male,Married,Employee,25001 to 50000,Graduate,3,393d07d8,abe93489,560001,Yes,Positive,No
20,Male,Married,Student,No Income,Post Graduate,4,a736df38,02efb481,560016,Yes,Positive,Yes
23,Male,Single,House wife,No Income,Post Graduate,3,f4192a17,719501d1,560002,Yes,Positive,Yes
18,Female,Single,Student,No Income,Graduate,3,0cc33afd,abe93489,560001,Yes,Positive,Yes
22,Male,Married,Self Employeed,More than 50000,Graduate,4,e9abb770,efa85c93,560001,Yes,Negative ,Yes
18,Male,Single,Student,No Income,Post Graduate,3,b401a42c,cff8dd39,560005,Yes,Positive,Yes
33,Female,Single,Student,25001 to 50000,Graduate,6,26ae0d95,c3bf383c,560018,Yes,Positive,No
23,Male,Married,Student,10001 to 25000,Graduate,6,3cd4528b,cff8dd39,560047,Yes,Negative ,No
18,Male,Single,Student,No Income,Post Graduate,1,d9b9bbbf,abe93489,560001,Yes,Positive,Yes
30,Male,Single,Self Employeed,No Income,Graduate,6,5d48f4cb,d00875dd,560001,Yes,Negative ,Yes
22,Female,Single,Student,25001 to 50000,Uneducated,3,47467b56,43b08bee,560017,No,Negative ,Yes
33,Male,Married,Student,Below Rs.10000,Post Graduate,3,78894ade,2b8c5288,560001,Yes,Positive,Yes
24,Male,Single,Student,No Income,Post Graduate,4,4b78db40,c26efa95,560001,Yes,Positive,Yes
33,Male,Married,Employee,25001 to 50000,Ph.D,4,8250b614,ee2bee62,560001,Yes,Negative ,No
29,Male,Single,Employee,No Income,Graduate,3,ebbcef5c,402b31e9,560045,Yes,Positive,Yes
25,Male,Single,Employee,More than 50000,Graduate,2,9ead8d41,cff8dd39,560040,Yes,Negative ,No
30,Male,Single,Student,No Income,Graduate,3,26ae0d95,6ce5e58b,560008,Yes,Positive,Yes
18,Female,Single,Student,Below Rs.10000,Post Graduate,4,3c91efe3,cfd5146d,560011,Yes,Positive,Yes
26,Female,Married,Self Employeed,25001 to 50000,Graduate,6,ffe8446e,cff8dd39,560042,No,Negative ,No
33,Male,Single,Self Employeed,Below Rs.10000,Graduate,3,76d45981,719501d1,560002,No,Positive,Yes
26,Male,Single,Student,No Income,Graduate,3,8fe7927d,8a99b4aa,560025,Yes,Positive,Yes
32,Male,Single,Employee,No Income,Post Graduate,1,ee25b821,8a99b4aa,560005,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,0cc33afd,e9d95b73,560001,Yes,Positive,Yes
18,Male,Single,Student,More than 50000,Post Graduate,2,9faae012,ed5d8f40,560001,Yes,Positive,Yes
27,Male,Single,Student,No Income,Post Graduate,3,792431cc,281d1139,560001,Yes,Positive,Yes
18,Male,Married,Self Employeed,More than 50000,Graduate,3,94a7bb46,6b6c32cb,560001,Yes,Positive,Yes
26,Male,Prefer not to say,Student,25001 to 50000,Post Graduate,2,26ae0d95,2b8c5288,560108,Yes,Positive,Yes
27,Female,Married,Student,No Income,Post Graduate,3,e9abb770,d00875dd,560014,Yes,Positive,Yes
18,Male,Single,Employee,25001 to 50000,School,4,dc1129e7,ed5d8f40,560001,Yes,Positive,Yes
29,Female,Single,Self Employeed,More than 50000,Post Graduate,4,b401a42c,402b31e9,560030,No,Positive,Yes
33,Male,Married,Employee,10001 to 25000,Graduate,4,88f98ce1,402b31e9,560001,No,Negative ,No
20,Male,Single,Student,No Income,Post Graduate,3,9ead8d41,55271476,560001,Yes,Positive,Yes
33,Male,Married,Employee,25001 to 50000,Graduate,4,cf20428e,962cd56b,560074,No,Negative ,No
28,Male,Single,Student,25001 to 50000,Post Graduate,4,ee25b821,c3a4d639,560023,Yes,Positive,Yes
29,Male,Single,Student,No Income,Post Graduate,3,d9b9bbbf,a6cdf8a3,560030,Yes,Positive,Yes
24,Female,Single,Employee,25001 to 50000,Post Graduate,6,2d6fa61c,a4f09c45,560017,Yes,Positive,No
18,Male,Single,Student,No Income,Post Graduate,4,42a18c16,93779753,560001,Yes,Positive,Yes
20,Female,Single,Student,Below Rs.10000,Post Graduate,4,47467b56,d2a734dd,560016,Yes,Positive,Yes
18,Male,Single,Student,Below Rs.10000,Post Graduate,3,f4192a17,a18ddc3a,560001,Yes,Positive,Yes
33,Male,Married,Student,10001 to 25000,Post Graduate,6,a736df38,6b6c32cb,560025,No,Negative ,Yes
27,Female,Single,Student,No Income,Post Graduate,3,5d48f4cb,abe93489,560001,Yes,Positive,Yes
18,Male,Single,Employee,25001 to 50000,Post Graduate,3,47467b56,aa38426d,560008,Yes,Positive,Yes
26,Male,Married,Employee,More than 50000,Graduate,4,4d2061aa,6b6c32cb,560109,Yes,Positive,No
18,Female,Single,House wife,No Income,Graduate,6,e89abcd9,b39aad88,560046,Yes,Positive,Yes
26,Male,Single,Student,Below Rs.10000,Post Graduate,3,59b4d441,afcd006d,560001,Yes,Positive,Yes
19,Male,Married,Student,25001 to 50000,Graduate,3,87050ad8,efa85c93,560028,Yes,Positive,No
18,Male,Single,Self Employeed,25001 to 50000,Post Graduate,3,c66ffcb7,dfa0183d,560001,Yes,Positive,Yes
23,Male,Single,Employee,25001 to 50000,Graduate,6,fc8774a5,8005c95e,560011,No,Positive,No
22,Female,Single,Student,No Income,Post Graduate,3,9faae012,fcf4dfb6,560012,Yes,Positive,Yes
19,Male,Single,Student,10001 to 25000,Post Graduate,3,42a18c16,394ff994,560001,Yes,Positive,Yes
28,Male,Single,Employee,No Income,Graduate,6,cf20428e,db1f11a7,560109,Yes,Positive,Yes
19,Male,Single,Student,25001 to 50000,Graduate,3,5d48f4cb,bad2533d,560007,Yes,Negative ,Yes
21,Male,Single,Student,No Income,Post Graduate,3,ffe8446e,68dc5893,560001,Yes,Positive,Yes
18,Male,Single,Employee,25001 to 50000,Graduate,3,fc8774a5,cfd5146d,560062,Yes,Positive,Yes
29,Male,Single,Student,Below Rs.10000,Post Graduate,3,9593f3fb,346a28fc,560001,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,ee25b821,d2a734dd,560002,Yes,Positive,Yes
33,Male,Single,Student,No Income,Graduate,2,94a7bb46,fcf4dfb6,560015,Yes,Positive,Yes
29,Male,Single,Student,No Income,Post Graduate,3,e98d79ff,8005c95e,560001,Yes,Positive,Yes
20,Male,Single,Student,Below Rs.10000,Post Graduate,5,7741335f,68dc5893,560092,Yes,Positive,No
28,Male,Single,Student,25001 to 50000,Post Graduate,4,8fe7927d,fcf4dfb6,560024,Yes,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,2,67de33fd,abe93489,560001,Yes,Positive,Yes
22,Male,Single,Student,No Income,Post Graduate,4,fb1f5167,abe93489,560005,Yes,Positive,Yes
22,Male,Married,Employee,Below Rs.10000,Graduate,3,792431cc,b8acef3e,560019,Yes,Positive,No
32,Male,Single,Employee,25001 to 50000,Post Graduate,3,3c91efe3,719501d1,560109,No,Negative ,No
25,Male,Single,Student,No Income,Graduate,4,5d48f4cb,cff8dd39,560001,Yes,Positive,Yes
18,Male,Single,Student,No Income,Post Graduate,4,11dbb29f,ed5d8f40,560023,Yes,Positive,Yes
