Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Output,Feedback,Unnamed: 12
26,Male,Single,Employee,More than 50000,Graduate,5,4c0bddd9,066b180f,560050,Yes,Positive,Yes
21,Male,Single,Employee,Below Rs.10000,Graduate,3,581309fd,b38f6882,560044,Yes,Positive,Yes
19,Male,Single,Self Employeed,No Income,Post Graduate,4,fc0cf724,bf92636c,560028,No,Negative ,No
22,Male,Single,Student,No Income,Graduate,3,4bd7c4d8,a8dd663d,560065,Yes,Positive,Yes
21,Male,Married,House wife,No Income,Graduate,3,01efe42d,10a1562d,560106,No,Positive,Yes
33,Female,Single,Student,More than 50000,Graduate,4,7c72a625,71efd4f4,560036,Yes,Positive,Yes
18,Male,Single,Employee,No Income,Graduate,3,f07ee426,189a292e,560034,No,Positive,Yes
33,Female,Married,Employee,25001 to 50000,Graduate,3,8c1cf4de,8bbd8130,560018,No,Negative ,Yes
18,Female,Single,Student,No Income,Ph.D,2,9c18854f,a8dd663d,560006,Yes,Positive,Yes
28,Female,Single,Employee,No Income,Post Graduate,3,f9849d49,066b180f,560020,Yes,Negative ,Yes
20,Male,Married,Employee,25001 to 50000,Graduate,3,bd05dba5,79065576,560109,No,Positive,Yes
28,Female,Single,Employee,25001 to 50000,Post Graduate,5,64f2d19f,f4b5816f,560028,Yes,Positive,Yes
30,Female,Single,Employee,25001 to 50000,Graduate,3,01efe42d,33d6f63a,560049,Yes,Positive,No
21,Female,Single,Student,25001 to 50000,Graduate,3,36d890b3,3170f2c0,560095,Yes,Positive,Yes
26,Female,Single,Student,No Income,Post Graduate,6,bef982a3,10a1562d,560011,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,f9849d49,fbd8c084,560001,Yes,Positive,Yes
18,Male,Single,Student,No Income,School,3,9c18854f,b4c016eb,560035,Yes,Positive,Yes
33,Female,Single,Self Employeed,25001 to 50000,Post Graduate,6,a615435c,46d07df4,560013,No,Negative ,No
33,Female,Married,Employee,25001 to 50000,Graduate,6,36d890b3,9f2f0c24,560109,No,Negative ,No
18,Female,Single,Student,More than 50000,Post Graduate,3,f07ee426,f4b5816f,560064,Yes,Positive,Yes
19,Male,Single,Student,No Income,Post Graduate,1,9bd24934,fbd8c084,560029,Yes,Positive,Yes
33,Male,Married,Student,More than 50000,Graduate,3,b4097dca,9c3aa79a,560078,No,Positive,Yes
21,Male,Single,Student,More than 50000,Post Graduate,3,8e314739,f7e0fd01,560044,Yes,Positive,Yes
33,Female,Single,Student,No Income,Post Graduate,3,a8453b08,e0f68c27,560040,Yes,Negative ,Yes
30,Male,Single,Student,No Income,Graduate,6,57b1a996,291b7bb9,560009,Yes,Positive,Yes
21,Female,Married,Employee,No Income,Post Graduate,2,f9849d49,668d3cd1,560001,No,Positive,No
33,Female,Married,Student,10001 to 25000,Graduate,3,4c1f373d,5cdb9c31,560060,No,Negative ,No
28,Female,Single,Self Employeed,No Income,Post Graduate,3,fb534686,fbd8c084,560079,Yes,Positive,Yes
25,Male,Single,Employee,25001 to 50000,Graduate,4,4c1f373d,5cdb9c31,560020,No,Negative ,No
25,Female,Married,Employee,More than 50000,School,4,e2d9d623,8dbff119,560045,No,Negative ,No
18,Male,Single,Student,No Income,Post Graduate,3,ab791525,6b6ce51e,560012,Yes,Positive,Yes
21,Female,Single,Student,No Income,Post Graduate,3,9c18854f,26d656d1,560055,Yes,Positive,Yes
29,Male,Married,Self Employeed,25001 to 50000,Graduate,3,1218193c,f7e0fd01,560047,No,Negative ,Yes
33,Male,Married,Employee,More than 50000,Graduate,3,1218193c,066b180f,560051,No,Negative ,No
30,Male,Single,Student,Below Rs.10000,Graduate,3,dc7cce23,71efd4f4,560045,Yes,Positive,Yes
29,Female,Single,Student,No Income,Post Graduate,3,a58903a8,5cdb9c31,560050,Yes,Negative ,Yes
33,Male,Single,Employee,25001 to 50000,Graduate,3,49a694bb,71efd4f4,560109,No,Negative ,No
28,Female,Single,Employee,10001 to 25000,Post Graduate,5,47098528,4df3bcda,560064,Yes,Negative ,Yes
32,Male,Married,Employee,25001 to 50000,Graduate,3,581309fd,189a292e,560065,No,Negative ,No
21,Female,Single,House wife,No Income,Graduate,3,9d11f0ca,644defaa,560039,No,Positive,Yes
22,Female,Single,Employee,No Income,Post Graduate,5,bce944c2,f79a0974,560020,Yes,Positive,Yes
25,Male,Single,Student,No Income,Post Graduate,3,c573ed62,a8dd663d,560009,Yes,Positive,Yes
23,Female,Single,Student,No Income,Post Graduate,3,857baf2a,dc372496,560063,Yes,Positive,Yes
20,Male,Single,Employee,No Income,Graduate,3,68467ac7,af65beea,560015,No,Negative ,Yes
29,Female,Single,Self Employeed,No Income,Post Graduate,3,7c72a625,668d3cd1,560003,Yes,Positive,Yes
33,Male,Married,Self Employeed,More than 50000,Graduate,6,4c90fbdc,ae307cbc,560019,No,Negative ,Yes
23,Female,Married,Student,More than 50000,Post Graduate,3,39c0d6d2,86f296f3,560057,Yes,Positive,Yes
20,Male,Married,Employee,25001 to 50000,Graduate,2,bef982a3,5cdb9c31,560042,Yes,Positive,Yes
31,Female,Married,Employee,No Income,Post Graduate,3,4c1f373d,3170f2c0,560012,Yes,Negative ,Yes
18,Female,Single,Student,No Income,Graduate,2,611084c3,189a292e,560042,Yes,Positive,Yes
22,Male,Single,Employee,No Income,Graduate,4,5bef7cc2,6a8228a6,560093,No,Negative ,No
27,Male,Single,Self Employeed,More than 50000,Graduate,3,fc0cf724,b4c016eb,560109,Yes,Positive,Yes
23,Male,Single,Student,No Income,Graduate,3,2684fc73,b4c016eb,560041,Yes,Positive,Yes
26,Female,Married,Student,No Income,Graduate,5,c9a905c6,ecbeb9de,560020,No,Positive,Yes
21,Male,Married,Employee,25001 to 50000,Graduate,6,84703a7f,6d40fa6f,560109,No,Negative ,No
33,Female,Prefer not to say,Employee,More than 50000,Graduate,3,5d945f58,9f2f0c24,560079,Yes,Positive,Yes
25,Female,Single,Student,No Income,Graduate,2,49a694bb,3170f2c0,560061,Yes,Positive,Yes
19,Female,Single,Student,No Income,Post Graduate,3,bef982a3,8dbff119,560053,Yes,Positive,Yes
33,Male,Prefer not to say,House wife,No Income,Uneducated,3,abab4e6f,994dcc1e,560029,No,Positive,Yes
22,Male,Married,Self Employeed,No Income,Graduate,2,39c0d6d2,42a7f7af,560001,Yes,Positive,Yes
24,Female,Married,Employee,More than 50000,Graduate,2,f9849d49,6a8228a6,560109,No,Negative ,No
26,Female,Single,Employee,More than 50000,Graduate,2,1218193c,f79a0974,560055,No,Positive,No
20,Female,Single,Employee,No Income,Post Graduate,3,611084c3,efb73c0a,560005,Yes,Positive,Yes
21,Male,Married,Employee,More than 50000,Graduate,3,9c18854f,71efd4f4,560013,Yes,Positive,Yes
27,Female,Single,Self Employeed,No Income,Graduate,3,b1f482ca,49d5a447,560001,No,Negative ,Yes
33,Male,Married,Self Employeed,More than 50000,Graduate,6,b4097dca,10a1562d,560066,Yes,Negative ,No
19,Female,Married,Self Employeed,More than 50000,Graduate,3,25214eec,b70e693b,560022,No,Negative ,Yes
22,Female,Single,Employee,No Income,Post Graduate,3,01efe42d,cba02685,560031,Yes,Positive,Yes
22,Male,Single,Student,No Income,Graduate,2,47098528,066b180f,560001,Yes,Positive,Yes
18,Female,Single,Employee,25001 to 50000,Post Graduate,3,01efe42d,a8dd663d,560030,Yes,Positive,Yes
24,Male,Single,Employee,No Income,School,3,5afb9c4d,291b7bb9,560001,Yes,Positive,Yes
20,Male,Single,Student,More than 50000,Graduate,2,9c18854f,71efd4f4,560046,Yes,Positive,No
30,Female,Married,Employee,10001 to 25000,Graduate,6,9d11f0ca,5c9f6fe4,560027,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,36d890b3,f4b5816f,560091,Yes,Positive,Yes
24,Male,Single,Employee,25001 to 50000,Post Graduate,3,b1f482ca,322a291d,560025,Yes,Positive,Yes
33,Female,Married,Employee,More than 50000,Graduate,4,a58903a8,ae307cbc,560016,No,Positive,No
33,Female,Single,Self Employeed,More than 50000,School,3,bef982a3,b3ac5229,560094,Yes,Positive,Yes
19,Male,Single,Employee,No Income,Post Graduate,3,b1f482ca,b38f6882,560041,Yes,Positive,Yes
24,Female,Single,Student,No Income,Post Graduate,3,de8419cd,dc372496,560109,Yes,Positive,Yes
18,Female,Single,Student,No Income,Post Graduate,3,57b1a996,ae307cbc,560008,Yes,Positive,Yes
18,Male,Single,Student,No Income,Graduate,3,1218193c,71efd4f4,560011,Yes,Positive,Yes
33,Male,Married,Self Employeed,No Income,Post Graduate,3,4bd7c4d8,71efd4f4,560052,Yes,Positive,Yes
31,Female,Married,Employee,More than 50000,Graduate,3,e7c0509d,5cdb9c31,560067,No,Negative ,No
33,Male,Married,Employee,10001 to 25000,Graduate,3,de8419cd,644defaa,560064,No,Negative ,Yes
25,Female,Single,Student,No Income,Post Graduate,3,39c0d6d2,989b46db,560032,Yes,Positive,Yes
31,Male,Single,Employee,More than 50000,Graduate,4,fb534686,668d3cd1,560055,No,Negative ,Yes
21,Female,Married,Self Employeed,No Income,Ph.D,6,2bd75799,7fab6473,560100,Yes,Negative ,Yes
24,Male,Single,Self Employeed,25001 to 50000,Post Graduate,3,73a230b9,b3ac5229,560065,Yes,Positive,Yes
33,Female,Married,Employee,25001 to 50000,Graduate,6,78af30c4,46d07df4,560054,No,Negative ,No
33,Male,Married,Employee,No Income,Ph.D,2,8c1cf4de,f4b5816f,560014,No,Negative ,No
29,Female,Single,Student,More than 50000,Graduate,2,ab791525,291b7bb9,560054,Yes,Positive,Yes
25,Female,Single,Employee,More than 50000,Graduate,1,de8419cd,f35e0afb,560073,Yes,Positive,Yes
18,Female,Single,Student,No Income,Graduate,3,49a694bb,8b20f9d5,560038,Yes,Positive,Yes
23,Male,Single,Employee,No Income,Post Graduate,3,a8453b08,5c9f6fe4,560028,Yes,Positive,Yes
18,Male,Single,Student,No Income,Graduate,3,b4097dca,5cdb9c31,560023,Yes,Positive,Yes
22,Male,Single,Employee,No Income,Graduate,3,4c90fbdc,a8dd663d,560048,Yes,Positive,Yes
24,Female,Single,Self Employeed,No Income,Post Graduate,6,4c1f373d,066b180f,560109,Yes,Positive,Yes
28,Male,Married,Self Employeed,More than 50000,Graduate,6,2bd75799,a84d5387,560090,No,Negative ,No
26,Female,Single,Student,No Income,Post Graduate,2,9c18854f,b92b4c4e,560035,Yes,Positive,Yes
29,Male,Single,Employee,10001 to 25000,Graduate,3,2bd75799,304b8b62,560095,Yes,Negative ,Yes
25,Male,Married,Employee,25001 to 50000,Graduate,3,c9a905c6,b70e693b,560066,No,Negative ,No
18,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,581309fd,8bbd8130,560012,No,Negative ,No
21,Male,Single,Employee,10001 to 25000,Uneducated,4,dc7cce23,a8dd663d,560049,No,Positive,Yes
27,Female,Single,Student,No Income,Post Graduate,3,e2d9d623,dc372496,560026,Yes,Positive,Yes
20,Male,Single,Student,No Income,Post Graduate,3,9c18854f,6a8228a6,560084,Yes,Positive,Yes
33,Female,Single,Employee,No Income,Graduate,2,4c1f373d,71efd4f4,560098,No,Negative ,No
26,Female,Married,Employee,More than 50000,Post Graduate,3,a58903a8,6a8228a6,560001,Yes,Positive,Yes
21,Female,Single,Self Employeed,More than 50000,Graduate,4,39c0d6d2,e0f68c27,560066,No,Negative ,Yes
19,Male,Single,Student,No Income,Post Graduate,3,03b2445a,5c9f6fe4,560001,Yes,Positive,Yes
21,Male,Married,Employee,25001 to 50000,Graduate,2,64f2d19f,ebff6325,560028,No,Negative ,No
24,Male,Single,Employee,More than 50000,Ph.D,2,faefc19c,26057cd0,560031,Yes,Negative ,No
25,Female,Single,Employee,More than 50000,Post Graduate,3,49a694bb,189a292e,560037,Yes,Positive,Yes
33,Female,Married,Employee,More than 50000,Post Graduate,3,ab791525,5cdb9c31,560001,No,Negative ,No
21,Female,Single,Self Employeed,No Income,Post Graduate,3,5afb9c4d,f4b5816f,560068,Yes,Positive,Yes
20,Female,Single,Student,No Income,Graduate,3,5bef7cc2,989b46db,560013,Yes,Positive,Yes
28,Female,Single,Self Employeed,No Income,Graduate,4,4c1f373d,8dbff119,560064,Yes,Positive,No
18,Female,Single,Student,No Income,Post Graduate,3,57b1a996,a8dd663d,560028,Yes,Positive,Yes
19,Female,Single,Self Employeed,More than 50000,Post Graduate,3,78af30c4,42a7f7af,560073,Yes,Positive,Yes
25,Female,Single,Student,More than 50000,Post Graduate,3,9c18854f,4df3bcda,560049,Yes,Positive,Yes
30,Female,Single,Student,No Income,Graduate,2,ab791525,b70e693b,560021,Yes,Positive,Yes
28,Male,Single,Student,No Income,Post Graduate,2,bef982a3,b3ac5229,560034,Yes,Positive,Yes
19,Female,Single,Employee,No Income,Graduate,3,9d11f0ca,6a8228a6,560022,Yes,Positive,Yes
28,Male,Single,Self Employeed,25001 to 50000,Ph.D,2,c573ed62,3aca4ec9,560024,Yes,Negative ,No
